vehicle_id,timestamp,speed_kmph,engine_temp_c,oil_pressure_psi,vibration_g,mileage_km,age_months,fault,time_to_failure_days
VEH047,2020-03-04 14:47:16.525117,73.21,79.52,50.33,0.192,1949,119,1,5.0
VEH018,2020-03-05 14:47:16.525117,21.94,77.57,39.05,0.212,6534,79,0,
VEH021,2020-03-06 14:47:16.525117,62.89,96.91,38.89,0.217,25381,84,0,
VEH013,2020-03-07 14:47:16.525117,56.78,101.39,43.08,0.426,10612,35,0,
VEH021,2020-03-08 14:47:16.525117,76.78,85.12,34.33,0.347,16889,113,1,13.0
VEH008,2020-03-09 14:47:16.525117,83.22,91.55,42.06,0.302,1712,86,0,
VEH046,2020-03-10 14:47:16.525117,46.07,95.07,53.69,0.155,2630,61,0,
VEH007,2020-03-11 14:47:16.525117,46.74,76.03,45.99,0.073,227,34,1,10.0
VEH023,2020-03-12 14:47:16.525117,63.46,81.78,45.22,0.224,22373,22,0,
VEH096,2020-03-13 14:47:16.525117,86.01,107.25,46.34,0.422,6142,38,0,
VEH075,2020-03-14 14:47:16.525117,60.9,82.38,46.18,0.359,68180,107,0,
VEH086,2020-03-15 14:47:16.525117,40.81,86.15,38.87,0.451,7376,26,1,21.0
VEH022,2020-03-16 14:47:16.525117,50.91,84.72,33.45,0.22,9039,116,1,1.0
VEH089,2020-03-17 14:47:16.525117,63.04,74.19,40.78,0.016,12678,83,0,
VEH022,2020-03-18 14:47:16.525117,63.6,90.84,34.1,0.227,7687,15,0,
VEH092,2020-03-19 14:47:16.525117,49.44,89.27,38.38,0.624,34013,111,0,
VEH029,2020-03-20 14:47:16.525117,50.61,90.98,34.67,0.552,41782,92,0,
VEH013,2020-03-21 14:47:16.525117,45.28,88.59,37.8,0.357,221,108,0,
VEH082,2020-03-22 14:47:16.525117,77.12,87.18,31.37,0.221,21264,44,0,
VEH002,2020-03-23 14:47:16.525117,47.48,85.24,36.32,0.262,23172,83,1,48.0
VEH029,2020-03-24 14:47:16.525117,53.03,85.65,42.87,0.535,65102,52,0,
VEH085,2020-03-25 14:47:16.525117,52.6,81.72,44.78,0.29,9253,91,0,
VEH079,2020-03-26 14:47:16.525117,35.91,82.13,43.43,0.204,4345,57,1,6.0
VEH052,2020-03-27 14:47:16.525117,47.05,81.58,38.59,0.457,14703,46,1,36.0
VEH027,2020-03-28 14:47:16.525117,78.42,95.51,40.2,0.035,11868,97,1,16.0
VEH050,2020-03-29 14:47:16.525117,41.86,91.54,51.51,0.157,31378,52,0,
VEH095,2020-03-30 14:47:16.525117,45.55,89.49,35.73,0.177,46863,78,1,36.0
VEH079,2020-03-31 14:47:16.525117,40.01,104.54,48.18,0.523,1813,92,0,
VEH023,2020-04-01 14:47:16.525117,58.64,82.53,32.08,0.179,37491,76,0,
VEH088,2020-04-02 14:47:16.525117,88.28,100.36,28.71,0.086,47931,93,0,
VEH044,2020-04-03 14:47:16.525117,58.01,87.82,39.33,0.185,51576,48,0,
VEH077,2020-04-04 14:47:16.525117,61.0,91.31,39.64,0.236,28904,42,0,
VEH022,2020-04-05 14:47:16.525117,48.07,94.77,32.74,0.314,27102,78,1,8.0
VEH043,2020-04-06 14:47:16.525117,59.08,86.13,38.41,0.3,300,69,0,
VEH037,2020-04-07 14:47:16.525117,78.44,82.47,43.17,0.407,50562,107,0,
VEH061,2020-04-08 14:47:16.525117,62.14,82.97,34.85,0.218,8662,76,1,48.0
VEH097,2020-04-09 14:47:16.525117,91.98,74.75,47.62,0.136,839,65,1,25.0
VEH056,2020-04-10 14:47:16.525117,78.89,95.8,46.17,0.336,10653,92,0,
VEH003,2020-04-11 14:47:16.525117,58.71,94.6,47.01,0.359,26399,30,1,48.0
VEH063,2020-04-12 14:47:16.525117,58.41,102.59,33.29,0.273,11666,115,0,
VEH019,2020-04-13 14:47:16.525117,84.46,94.54,34.88,0.067,28377,27,0,
VEH023,2020-04-14 14:47:16.525117,62.06,95.34,38.43,0.253,14242,48,1,32.0
VEH029,2020-04-15 14:47:16.525117,81.13,90.4,38.33,0.423,7117,76,0,
VEH030,2020-04-16 14:47:16.525117,90.04,95.22,37.52,0.314,4535,75,0,
VEH039,2020-04-17 14:47:16.525117,56.94,98.56,43.68,0.529,10932,41,1,58.0
VEH025,2020-04-18 14:47:16.525117,65.28,91.72,43.5,0.384,729,51,0,
VEH008,2020-04-19 14:47:16.525117,74.7,86.57,35.1,0.204,10982,27,0,
VEH058,2020-04-20 14:47:16.525117,71.51,88.81,33.27,0.514,1421,40,1,4.0
VEH016,2020-04-21 14:47:16.525117,71.41,96.59,31.91,0.203,41912,118,1,13.0
VEH072,2020-04-22 14:47:16.525117,40.0,85.07,35.22,0.024,17135,52,0,
VEH001,2020-04-23 14:47:16.525117,47.27,96.48,44.43,0.384,20771,38,0,
VEH005,2020-04-24 14:47:16.525117,52.57,104.9,39.37,0.257,6817,90,0,
VEH003,2020-04-25 14:47:16.525117,78.22,98.12,44.74,0.332,5119,80,1,23.0
VEH065,2020-04-26 14:47:16.525117,41.47,95.05,29.29,0.164,24613,18,0,
VEH004,2020-04-27 14:47:16.525117,82.85,93.92,41.25,0.32,22268,61,1,38.0
VEH099,2020-04-28 14:47:16.525117,71.7,84.37,42.13,0.345,2617,72,0,
VEH096,2020-04-29 14:47:16.525117,77.31,83.93,47.81,0.365,5453,18,0,
VEH064,2020-04-30 14:47:16.525117,46.06,82.28,38.32,0.091,58589,55,0,
VEH098,2020-05-01 14:47:16.525117,61.08,94.49,36.67,0.119,7253,110,1,40.0
VEH089,2020-05-02 14:47:16.525117,64.48,87.11,49.33,0.345,523,62,0,
VEH010,2020-05-03 14:47:16.525117,63.82,89.96,38.98,0.243,1318,103,1,30.0
VEH021,2020-05-04 14:47:16.525117,64.43,93.57,40.71,0.234,29877,33,1,46.0
VEH046,2020-05-05 14:47:16.525117,55.85,83.07,43.55,0.248,28306,109,0,
VEH091,2020-05-06 14:47:16.525117,62.03,86.09,30.38,0.255,9619,103,0,
VEH027,2020-05-07 14:47:16.525117,75.5,93.36,39.91,0.373,3325,101,0,
VEH066,2020-05-08 14:47:16.525117,42.5,86.8,32.85,0.357,13787,92,0,
VEH041,2020-05-09 14:47:16.525117,83.21,89.58,39.52,0.445,8066,93,1,35.0
VEH013,2020-05-10 14:47:16.525117,74.73,82.48,38.99,0.224,9367,70,0,
VEH009,2020-05-11 14:47:16.525117,45.52,87.8,37.18,0.438,6048,29,0,
VEH036,2020-05-12 14:47:16.525117,65.76,103.51,42.41,0.456,1298,72,1,9.0
VEH086,2020-05-13 14:47:16.525117,73.52,87.11,40.87,0.416,31323,86,0,
VEH090,2020-05-14 14:47:16.525117,41.47,79.9,34.64,0.083,19258,12,0,
VEH058,2020-05-15 14:47:16.525117,60.63,97.7,32.66,0.323,35992,79,0,
VEH054,2020-05-16 14:47:16.525117,58.82,94.13,44.63,0.605,13991,88,0,
VEH012,2020-05-17 14:47:16.525117,50.32,91.22,39.65,0.1,83976,29,1,41.0
VEH081,2020-05-18 14:47:16.525117,61.39,79.52,32.5,0.516,65681,14,1,55.0
VEH078,2020-05-19 14:47:16.525117,51.0,80.14,38.49,0.513,6343,119,0,
VEH014,2020-05-20 14:47:16.525117,80.61,78.73,40.18,0.353,9787,20,0,
VEH034,2020-05-21 14:47:16.525117,50.6,92.98,32.3,0.113,27943,118,0,
VEH053,2020-05-22 14:47:16.525117,71.88,98.75,35.3,0.311,29976,61,1,50.0
VEH020,2020-05-23 14:47:16.525117,35.17,92.48,45.26,0.431,48314,91,0,
VEH075,2020-05-24 14:47:16.525117,57.57,105.48,53.39,0.179,21147,22,1,34.0
VEH016,2020-05-25 14:47:16.525117,60.18,86.47,42.17,0.384,12891,24,0,
VEH095,2020-05-26 14:47:16.525117,57.09,87.26,32.14,0.303,9485,14,1,3.0
VEH070,2020-05-27 14:47:16.525117,54.06,90.56,38.64,0.217,10866,69,0,
VEH056,2020-05-28 14:47:16.525117,49.99,87.66,40.97,0.12,37996,62,1,40.0
VEH083,2020-05-29 14:47:16.525117,71.32,94.56,44.26,0.542,78249,43,1,13.0
VEH058,2020-05-30 14:47:16.525117,74.99,85.63,45.3,0.395,1066,88,0,
VEH004,2020-05-31 14:47:16.525117,58.77,78.78,49.31,0.219,17361,13,0,
VEH004,2020-06-01 14:47:16.525117,43.55,74.86,41.5,0.23,14681,11,0,
VEH020,2020-06-02 14:47:16.525117,86.91,95.19,39.59,0.286,9436,54,0,
VEH010,2020-06-03 14:47:16.525117,46.8,85.13,29.16,0.005,38153,107,0,
VEH024,2020-06-04 14:47:16.525117,38.11,79.55,34.97,0.441,17148,50,0,
VEH099,2020-06-05 14:47:16.525117,29.81,83.54,32.47,0.301,7511,26,0,
VEH026,2020-06-06 14:47:16.525117,61.49,105.69,33.39,0.522,11743,98,1,50.0
VEH037,2020-06-07 14:47:16.525117,56.74,80.95,33.99,0.187,8826,39,0,
VEH085,2020-06-08 14:47:16.525117,75.46,96.59,32.84,0.347,11245,17,0,
VEH054,2020-06-09 14:47:16.525117,69.17,93.83,46.15,0.367,1478,44,0,
VEH021,2020-06-10 14:47:16.525117,64.35,100.95,27.36,0.509,2373,101,0,
VEH074,2020-06-11 14:47:16.525117,55.93,88.81,38.93,0.563,19546,11,1,26.0
VEH038,2020-06-12 14:47:16.525117,76.65,78.35,46.35,0.189,23044,86,0,
VEH046,2020-06-13 14:47:16.525117,88.01,99.34,37.26,0.295,20246,37,0,
VEH004,2020-06-14 14:47:16.525117,75.13,88.76,48.09,0.257,28800,65,0,
VEH060,2020-06-15 14:47:16.525117,53.05,99.85,35.42,0.26,57482,13,0,
VEH057,2020-06-16 14:47:16.525117,71.72,97.11,49.79,0.733,39410,43,1,52.0
VEH045,2020-06-17 14:47:16.525117,53.97,97.67,29.82,0.086,10843,98,0,
VEH020,2020-06-18 14:47:16.525117,43.42,108.12,46.16,0.794,4906,100,0,
VEH017,2020-06-19 14:47:16.525117,46.51,91.58,34.48,0.404,7475,24,1,33.0
VEH071,2020-06-20 14:47:16.525117,54.63,101.27,47.54,0.344,17722,60,0,
VEH004,2020-06-21 14:47:16.525117,61.56,86.84,37.51,0.159,38787,14,0,
VEH093,2020-06-22 14:47:16.525117,90.91,95.87,46.04,0.323,24194,57,1,47.0
VEH014,2020-06-23 14:47:16.525117,46.77,85.32,48.11,0.192,15662,33,1,6.0
VEH003,2020-06-24 14:47:16.525117,79.85,94.83,36.05,0.531,18419,67,0,
VEH088,2020-06-25 14:47:16.525117,55.24,92.76,45.86,0.408,15026,53,1,14.0
VEH080,2020-06-26 14:47:16.525117,29.75,72.0,41.63,0.461,71246,119,0,
VEH058,2020-06-27 14:47:16.525117,52.41,84.73,31.75,0.23,33866,44,0,
VEH055,2020-06-28 14:47:16.525117,77.65,92.73,42.78,0.335,30399,109,0,
VEH004,2020-06-29 14:47:16.525117,65.17,72.2,35.68,0.196,14568,58,0,
VEH024,2020-06-30 14:47:16.525117,66.07,89.54,36.13,0.242,8063,100,0,
VEH034,2020-07-01 14:47:16.525117,79.93,99.06,33.74,0.191,394,68,0,
VEH030,2020-07-02 14:47:16.525117,44.45,99.62,41.31,0.456,888,24,0,
VEH082,2020-07-03 14:47:16.525117,44.22,82.95,34.79,0.316,614,38,0,
VEH019,2020-07-04 14:47:16.525117,26.04,99.22,31.72,0.339,78723,69,0,
VEH031,2020-07-05 14:47:16.525117,73.16,100.32,32.71,0.427,2431,31,0,
VEH060,2020-07-06 14:47:16.525117,68.44,73.24,37.42,0.154,3065,50,0,
VEH060,2020-07-07 14:47:16.525117,70.86,91.47,42.83,0.31,13238,6,0,
VEH019,2020-07-08 14:47:16.525117,42.25,90.92,45.36,0.434,13132,80,0,
VEH049,2020-07-09 14:47:16.525117,35.94,100.95,44.27,0.505,50508,71,1,29.0
VEH063,2020-07-10 14:47:16.525117,40.21,91.3,39.66,0.536,1527,40,0,
VEH083,2020-07-11 14:47:16.525117,46.16,100.46,38.59,0.186,63042,82,1,34.0
VEH022,2020-07-12 14:47:16.525117,83.31,84.92,39.41,0.13,4876,108,1,47.0
VEH024,2020-07-13 14:47:16.525117,75.0,77.97,43.87,0.067,70233,103,1,9.0
VEH076,2020-07-14 14:47:16.525117,53.13,84.47,47.27,0.175,15588,103,0,
VEH030,2020-07-15 14:47:16.525117,64.49,102.84,37.81,0.314,21111,104,0,
VEH058,2020-07-16 14:47:16.525117,49.82,96.9,42.51,0.4,7588,101,0,
VEH031,2020-07-17 14:47:16.525117,65.46,108.85,30.67,0.569,18925,50,0,
VEH100,2020-07-18 14:47:16.525117,42.93,77.6,46.36,0.179,24814,81,0,
VEH064,2020-07-19 14:47:16.525117,71.25,98.89,40.41,0.431,208,38,0,
VEH019,2020-07-20 14:47:16.525117,47.25,95.4,33.26,0.519,696,87,1,4.0
VEH048,2020-07-21 14:47:16.525117,72.09,88.32,46.58,0.223,86067,74,0,
VEH045,2020-07-22 14:47:16.525117,53.59,95.89,31.96,0.287,12233,88,0,
VEH100,2020-07-23 14:47:16.525117,48.15,90.53,26.3,0.313,54920,36,0,
VEH094,2020-07-24 14:47:16.525117,84.19,94.89,44.59,0.073,26179,96,0,
VEH055,2020-07-25 14:47:16.525117,62.65,95.58,41.75,0.405,9335,69,0,
VEH055,2020-07-26 14:47:16.525117,55.17,97.6,31.97,0.157,3270,111,0,
VEH097,2020-07-27 14:47:16.525117,71.37,91.26,42.01,0.425,76472,107,1,5.0
VEH018,2020-07-28 14:47:16.525117,39.9,103.21,45.7,0.301,17565,119,1,42.0
VEH063,2020-07-29 14:47:16.525117,76.6,89.1,41.66,0.219,4272,20,0,
VEH092,2020-07-30 14:47:16.525117,57.91,104.97,53.13,0.228,22892,51,0,
VEH047,2020-07-31 14:47:16.525117,69.01,81.43,35.75,0.338,1931,53,0,
VEH075,2020-08-01 14:47:16.525117,36.78,80.96,27.49,0.335,40504,73,0,
VEH057,2020-08-02 14:47:16.525117,54.26,82.3,32.3,0.193,1889,88,0,
VEH045,2020-08-03 14:47:16.525117,60.07,97.66,25.47,0.608,5388,90,0,
VEH033,2020-08-04 14:47:16.525117,75.45,84.33,53.4,0.277,1917,45,1,11.0
VEH017,2020-08-05 14:47:16.525117,70.21,102.43,38.73,0.36,2191,6,0,
VEH070,2020-08-06 14:47:16.525117,54.11,85.49,52.09,0.286,14839,25,0,
VEH004,2020-08-07 14:47:16.525117,64.77,93.43,37.53,0.215,23230,27,0,
VEH020,2020-08-08 14:47:16.525117,78.85,96.06,33.96,0.181,31068,59,1,34.0
VEH047,2020-08-09 14:47:16.525117,57.0,81.72,30.45,0.203,23752,82,0,
VEH091,2020-08-10 14:47:16.525117,55.37,78.64,38.76,0.338,9035,110,1,22.0
VEH015,2020-08-11 14:47:16.525117,31.65,90.85,44.98,0.027,16296,70,0,
VEH070,2020-08-12 14:47:16.525117,55.81,87.57,38.9,0.063,52528,20,0,
VEH047,2020-08-13 14:47:16.525117,33.91,92.68,30.15,0.222,9806,66,0,
VEH078,2020-08-14 14:47:16.525117,58.28,79.15,45.0,0.023,5817,84,1,39.0
VEH075,2020-08-15 14:47:16.525117,74.82,87.89,45.24,0.077,14651,19,0,
VEH009,2020-08-16 14:47:16.525117,28.21,86.96,37.13,0.406,7057,74,0,
VEH090,2020-08-17 14:47:16.525117,78.51,71.43,37.93,0.141,6071,54,0,
VEH016,2020-08-18 14:47:16.525117,55.05,97.72,28.97,0.212,30174,11,0,
VEH069,2020-08-19 14:47:16.525117,59.59,83.92,44.38,0.291,44298,46,0,
VEH061,2020-08-20 14:47:16.525117,52.46,101.62,36.06,0.375,13955,36,0,
VEH010,2020-08-21 14:47:16.525117,34.3,83.17,24.61,0.441,30262,95,0,
VEH050,2020-08-22 14:47:16.525117,48.26,85.24,31.57,0.009,4142,69,0,
VEH003,2020-08-23 14:47:16.525117,91.46,81.64,44.21,0.119,15865,94,1,30.0
VEH077,2020-08-24 14:47:16.525117,43.56,98.35,37.11,0.252,20223,56,0,
VEH094,2020-08-25 14:47:16.525117,36.17,92.44,32.94,0.371,13492,64,1,7.0
VEH070,2020-08-26 14:47:16.525117,62.12,101.31,39.19,0.79,2485,60,1,27.0
VEH081,2020-08-27 14:47:16.525117,58.71,88.28,35.13,0.379,26492,54,0,
VEH051,2020-08-28 14:47:16.525117,55.15,89.42,36.2,0.257,36536,108,1,17.0
VEH019,2020-08-29 14:47:16.525117,60.22,76.55,39.73,0.051,20169,45,0,
VEH042,2020-08-30 14:47:16.525117,69.66,85.49,50.56,0.077,3706,20,0,
VEH035,2020-08-31 14:47:16.525117,51.19,90.92,49.99,0.44,1549,75,1,12.0
VEH046,2020-09-01 14:47:16.525117,62.92,93.24,27.85,0.197,7179,70,1,8.0
VEH026,2020-09-02 14:47:16.525117,75.36,105.36,38.08,0.324,753,110,0,
VEH069,2020-09-03 14:47:16.525117,45.07,74.45,32.84,0.471,36554,12,1,49.0
VEH093,2020-09-04 14:47:16.525117,25.17,90.09,33.61,0.043,24284,67,1,48.0
VEH064,2020-09-05 14:47:16.525117,70.06,87.49,29.1,0.328,16587,59,1,55.0
VEH037,2020-09-06 14:47:16.525117,97.54,92.48,34.55,0.177,44078,57,1,16.0
VEH084,2020-09-07 14:47:16.525117,59.89,90.82,32.76,0.55,2332,56,1,3.0
VEH049,2020-09-08 14:47:16.525117,63.03,88.62,46.29,0.152,25067,9,1,51.0
VEH021,2020-09-09 14:47:16.525117,55.56,80.71,35.88,0.354,3171,6,0,
VEH074,2020-09-10 14:47:16.525117,83.82,80.64,29.26,0.018,1257,110,1,31.0
VEH064,2020-09-11 14:47:16.525117,58.83,87.82,40.2,0.522,2852,71,0,
VEH005,2020-09-12 14:47:16.525117,57.2,78.5,40.09,0.38,60294,117,1,26.0
VEH100,2020-09-13 14:47:16.525117,73.66,89.78,38.44,0.215,11611,103,1,41.0
VEH070,2020-09-14 14:47:16.525117,52.74,87.61,43.9,0.347,1004,40,0,
VEH090,2020-09-15 14:47:16.525117,40.73,69.44,49.45,0.341,17523,115,1,2.0
VEH004,2020-09-16 14:47:16.525117,73.23,106.13,36.72,0.404,4455,82,1,30.0
VEH039,2020-09-17 14:47:16.525117,51.13,90.17,41.58,0.243,137,86,0,
VEH035,2020-09-18 14:47:16.525117,45.37,69.77,40.51,0.184,28408,15,1,37.0
VEH001,2020-09-19 14:47:16.525117,91.5,93.55,42.68,0.334,3365,72,0,
VEH024,2020-09-20 14:47:16.525117,57.32,88.24,31.36,0.3,57114,73,1,14.0
VEH057,2020-09-21 14:47:16.525117,67.41,79.83,44.72,0.314,17969,94,1,1.0
VEH100,2020-09-22 14:47:16.525117,60.44,92.5,41.45,0.159,1820,106,1,32.0
VEH070,2020-09-23 14:47:16.525117,46.71,81.8,35.06,0.162,4913,112,0,
VEH041,2020-09-24 14:47:16.525117,70.34,92.06,53.04,0.252,18875,107,0,
VEH054,2020-09-25 14:47:16.525117,64.72,84.62,32.38,0.344,8253,98,0,
VEH046,2020-09-26 14:47:16.525117,50.11,82.26,42.75,0.032,15191,70,0,
VEH060,2020-09-27 14:47:16.525117,66.5,90.2,34.24,0.324,32140,56,0,
VEH060,2020-09-28 14:47:16.525117,52.29,76.64,44.8,0.35,31462,35,0,
VEH057,2020-09-29 14:47:16.525117,43.43,88.51,52.15,0.3,23945,44,0,
VEH031,2020-09-30 14:47:16.525117,41.91,94.35,44.22,0.333,43440,15,0,
VEH084,2020-10-01 14:47:16.525117,64.05,100.37,38.27,0.306,4446,98,0,
VEH024,2020-10-02 14:47:16.525117,54.26,98.42,44.73,0.351,3901,49,0,
VEH089,2020-10-03 14:47:16.525117,82.53,101.95,35.26,0.294,32123,37,0,
VEH036,2020-10-04 14:47:16.525117,59.36,86.33,43.3,0.257,7739,49,1,26.0
VEH085,2020-10-05 14:47:16.525117,48.22,81.21,41.41,0.19,14356,68,0,
VEH030,2020-10-06 14:47:16.525117,62.37,96.64,32.04,0.306,27247,66,0,
VEH024,2020-10-07 14:47:16.525117,40.59,84.89,50.76,0.227,10081,70,1,6.0
VEH030,2020-10-08 14:47:16.525117,58.74,89.99,47.46,0.123,2788,46,0,
VEH086,2020-10-09 14:47:16.525117,64.79,96.21,34.24,0.105,22754,86,0,
VEH092,2020-10-10 14:47:16.525117,62.94,106.32,44.52,0.393,33982,17,0,
VEH007,2020-10-11 14:47:16.525117,79.54,95.21,32.41,0.417,257,7,1,19.0
VEH035,2020-10-12 14:47:16.525117,98.96,93.59,42.42,0.551,16535,78,1,31.0
VEH055,2020-10-13 14:47:16.525117,70.07,81.53,41.13,0.422,12675,81,1,10.0
VEH092,2020-10-14 14:47:16.525117,77.68,100.24,49.05,0.487,6011,65,1,37.0
VEH014,2020-10-15 14:47:16.525117,98.15,95.18,41.47,0.36,3511,30,0,
VEH010,2020-10-16 14:47:16.525117,44.91,86.47,31.08,0.3,4166,105,0,
VEH080,2020-10-17 14:47:16.525117,61.96,86.49,46.47,0.164,25817,66,0,
VEH016,2020-10-18 14:47:16.525117,52.83,86.39,37.72,0.147,15365,113,1,55.0
VEH054,2020-10-19 14:47:16.525117,72.64,90.98,36.98,0.333,79429,119,1,5.0
VEH095,2020-10-20 14:47:16.525117,64.07,78.53,41.32,0.117,5573,104,0,
VEH089,2020-10-21 14:47:16.525117,47.72,99.13,35.64,0.332,62886,27,0,
VEH077,2020-10-22 14:47:16.525117,60.16,98.29,49.94,0.033,14476,102,0,
VEH070,2020-10-23 14:47:16.525117,75.7,89.45,44.89,0.367,3157,119,0,
VEH044,2020-10-24 14:47:16.525117,40.44,85.79,33.56,0.124,3207,61,0,
VEH073,2020-10-25 14:47:16.525117,48.04,89.22,35.71,0.082,18758,26,1,15.0
VEH045,2020-10-26 14:47:16.525117,45.79,90.46,32.1,0.411,35607,60,0,
VEH100,2020-10-27 14:47:16.525117,64.9,87.84,46.02,0.434,27543,45,1,53.0
VEH056,2020-10-28 14:47:16.525117,78.61,98.92,38.71,0.332,21320,56,0,
VEH084,2020-10-29 14:47:16.525117,29.85,77.1,35.43,0.128,3777,27,0,
VEH082,2020-10-30 14:47:16.525117,61.42,84.38,49.99,0.38,2293,33,0,
VEH057,2020-10-31 14:47:16.525117,46.14,95.51,42.48,0.212,100,9,1,44.0
VEH021,2020-11-01 14:47:16.525117,75.08,93.35,40.78,0.293,2147,31,0,
VEH068,2020-11-02 14:47:16.525117,56.45,84.39,41.39,0.474,29080,92,1,50.0
VEH050,2020-11-03 14:47:16.525117,61.96,93.3,31.52,0.373,45123,117,1,32.0
VEH033,2020-11-04 14:47:16.525117,59.98,83.66,43.99,0.261,5497,118,0,
VEH091,2020-11-05 14:47:16.525117,76.86,88.36,37.65,0.25,31684,65,0,
VEH007,2020-11-06 14:47:16.525117,90.73,99.89,44.24,0.356,4434,28,0,
VEH070,2020-11-07 14:47:16.525117,42.98,96.61,43.17,0.373,5734,46,0,
VEH015,2020-11-08 14:47:16.525117,45.71,91.59,39.47,0.139,5076,63,1,28.0
VEH082,2020-11-09 14:47:16.525117,64.82,81.83,40.03,0.44,1062,13,1,22.0
VEH032,2020-11-10 14:47:16.525117,47.75,86.37,50.32,0.213,4314,101,1,3.0
VEH075,2020-11-11 14:47:16.525117,74.0,91.47,31.83,0.277,9353,56,0,
VEH020,2020-11-12 14:47:16.525117,76.41,102.46,35.31,0.484,10399,108,0,
VEH088,2020-11-13 14:47:16.525117,51.8,75.33,48.29,0.205,7405,66,0,
VEH015,2020-11-14 14:47:16.525117,48.55,82.45,49.67,0.394,14460,113,0,
VEH048,2020-11-15 14:47:16.525117,55.88,98.82,38.29,0.337,9496,6,0,
VEH071,2020-11-16 14:47:16.525117,61.56,100.96,34.71,0.37,70375,35,0,
VEH021,2020-11-17 14:47:16.525117,64.72,89.68,35.96,0.331,32937,97,1,25.0
VEH042,2020-11-18 14:47:16.525117,26.21,100.62,30.33,0.409,53466,22,0,
VEH026,2020-11-19 14:47:16.525117,45.49,83.41,52.67,0.351,16302,28,0,
VEH014,2020-11-20 14:47:16.525117,53.94,77.62,40.35,0.396,22685,107,0,
VEH057,2020-11-21 14:47:16.525117,48.05,95.72,42.22,0.478,3646,29,1,31.0
VEH037,2020-11-22 14:47:16.525117,17.03,98.21,42.03,0.222,27949,91,1,37.0
VEH058,2020-11-23 14:47:16.525117,31.67,98.81,48.02,0.562,5382,74,0,
VEH021,2020-11-24 14:47:16.525117,40.42,82.11,38.27,0.005,3152,94,1,33.0
VEH082,2020-11-25 14:47:16.525117,58.27,91.51,37.76,0.213,855,57,0,
VEH069,2020-11-26 14:47:16.525117,53.46,96.39,44.35,0.311,12781,76,1,9.0
VEH003,2020-11-27 14:47:16.525117,50.53,91.93,29.04,0.135,6759,63,0,
VEH087,2020-11-28 14:47:16.525117,71.95,102.17,47.73,0.403,86440,27,0,
VEH090,2020-11-29 14:47:16.525117,71.94,87.36,50.69,0.398,5749,64,0,
VEH037,2020-11-30 14:47:16.525117,62.25,89.55,41.52,0.191,40279,49,0,
VEH088,2020-12-01 14:47:16.525117,61.8,91.98,34.18,0.379,7608,42,0,
VEH049,2020-12-02 14:47:16.525117,47.15,96.02,44.52,0.456,27656,39,0,
VEH019,2020-12-03 14:47:16.525117,48.95,87.89,39.06,0.001,21566,105,0,
VEH089,2020-12-04 14:47:16.525117,34.39,96.14,40.24,0.357,16500,118,1,13.0
VEH085,2020-12-05 14:47:16.525117,56.24,102.65,40.05,0.419,10785,62,1,36.0
VEH012,2020-12-06 14:47:16.525117,71.79,86.44,36.41,0.145,22240,62,1,32.0
VEH061,2020-12-07 14:47:16.525117,80.31,89.7,42.11,0.119,10460,45,1,22.0
VEH041,2020-12-08 14:47:16.525117,56.33,97.56,30.46,0.235,15885,25,0,
VEH033,2020-12-09 14:47:16.525117,67.38,105.79,25.25,0.351,17822,106,0,
VEH050,2020-12-10 14:47:16.525117,17.16,92.95,41.89,0.202,6221,22,0,
VEH068,2020-12-11 14:47:16.525117,53.51,83.39,46.92,0.35,8302,57,1,6.0
VEH071,2020-12-12 14:47:16.525117,53.15,91.24,36.79,0.37,364,9,0,
VEH086,2020-12-13 14:47:16.525117,82.37,98.8,35.7,0.4,38232,68,0,
VEH033,2020-12-14 14:47:16.525117,65.89,83.79,44.51,0.458,28210,55,0,
VEH081,2020-12-15 14:47:16.525117,67.41,81.74,40.7,0.356,4055,87,0,
VEH024,2020-12-16 14:47:16.525117,66.63,87.57,36.85,0.33,8989,97,0,
VEH061,2020-12-17 14:47:16.525117,60.68,95.31,41.3,0.143,10931,55,0,
VEH061,2020-12-18 14:47:16.525117,82.99,80.2,41.02,0.425,8140,21,0,
VEH098,2020-12-19 14:47:16.525117,25.42,82.73,33.23,0.454,32013,112,0,
VEH028,2020-12-20 14:47:16.525117,62.19,92.3,39.12,0.262,25850,77,0,
VEH058,2020-12-21 14:47:16.525117,76.95,99.57,40.14,0.226,29147,66,1,7.0
VEH043,2020-12-22 14:47:16.525117,31.63,90.9,36.71,0.418,46895,49,0,
VEH041,2020-12-23 14:47:16.525117,72.57,93.63,45.19,0.045,18084,23,0,
VEH039,2020-12-24 14:47:16.525117,48.58,97.47,42.15,0.397,19066,55,1,21.0
VEH086,2020-12-25 14:47:16.525117,61.65,102.86,37.05,0.589,25597,98,1,22.0
VEH049,2020-12-26 14:47:16.525117,48.29,101.3,39.67,0.299,22865,109,0,
VEH017,2020-12-27 14:47:16.525117,74.39,74.39,39.3,0.258,40775,85,0,
VEH098,2020-12-28 14:47:16.525117,55.67,90.57,38.6,0.318,29410,35,0,
VEH070,2020-12-29 14:47:16.525117,72.69,97.93,38.08,0.496,2567,54,1,31.0
VEH070,2020-12-30 14:47:16.525117,66.53,103.92,27.99,0.386,52721,103,0,
VEH098,2020-12-31 14:47:16.525117,48.09,94.53,39.71,0.271,22983,99,1,16.0
